,Content ID,Type of Content,Category,Type of Reaction,Datetime,Sentiment,Score
4829,1f466010-5c87-4b81-be83-5856481231fb,GIF,soccer,intrigued,2021-04-08 12:31:23,positive,45.0
4830,1f466010-5c87-4b81-be83-5856481231fb,GIF,soccer,love,2021-06-13 23:15:27,positive,65.0
4831,1f466010-5c87-4b81-be83-5856481231fb,GIF,soccer,disgust,2021-04-17 08:49:57,negative,0.0
4832,1f466010-5c87-4b81-be83-5856481231fb,GIF,soccer,heart,2021-01-07 23:07:39,positive,60.0
4833,1f466010-5c87-4b81-be83-5856481231fb,GIF,soccer,worried,2020-10-15 13:18:20,negative,12.0
4834,1f466010-5c87-4b81-be83-5856481231fb,GIF,soccer,hate,2020-10-13 06:28:52,negative,5.0
4835,1f466010-5c87-4b81-be83-5856481231fb,GIF,soccer,want,2021-03-03 13:10:26,positive,70.0
4836,1f466010-5c87-4b81-be83-5856481231fb,GIF,soccer,peeking,2020-06-18 19:42:05,neutral,35.0
4837,1f466010-5c87-4b81-be83-5856481231fb,GIF,soccer,want,2020-08-31 03:27:54,positive,70.0
4838,1f466010-5c87-4b81-be83-5856481231fb,GIF,soccer,heart,2020-09-14 02:52:55,positive,60.0
4839,1f466010-5c87-4b81-be83-5856481231fb,GIF,soccer,peeking,2021-04-04 08:47:29,neutral,35.0
4840,1f466010-5c87-4b81-be83-5856481231fb,GIF,soccer,dislike,2020-12-10 00:35:46,negative,10.0
4841,1f466010-5c87-4b81-be83-5856481231fb,GIF,soccer,hate,2021-03-02 12:08:11,negative,5.0
4842,1f466010-5c87-4b81-be83-5856481231fb,GIF,soccer,disgust,2020-11-18 07:45:21,negative,0.0
4843,1f466010-5c87-4b81-be83-5856481231fb,GIF,soccer,want,2021-02-15 16:37:54,positive,70.0
4844,1f466010-5c87-4b81-be83-5856481231fb,GIF,soccer,cherish,2021-01-13 15:43:19,positive,70.0
4845,1f466010-5c87-4b81-be83-5856481231fb,GIF,soccer,super love,2021-03-07 07:57:07,positive,75.0
4846,1f466010-5c87-4b81-be83-5856481231fb,GIF,soccer,hate,2020-11-02 15:15:53,negative,5.0
4847,1f466010-5c87-4b81-be83-5856481231fb,GIF,soccer,worried,2021-02-01 09:18:16,negative,12.0
4848,1f466010-5c87-4b81-be83-5856481231fb,GIF,soccer,scared,2021-03-07 23:34:21,negative,15.0
4849,1f466010-5c87-4b81-be83-5856481231fb,GIF,soccer,want,2020-06-28 12:21:10,positive,70.0
4850,1f466010-5c87-4b81-be83-5856481231fb,GIF,soccer,super love,2021-05-04 19:57:44,positive,75.0
4851,1f466010-5c87-4b81-be83-5856481231fb,GIF,soccer,worried,2020-09-17 21:37:31,negative,12.0
4852,1f466010-5c87-4b81-be83-5856481231fb,GIF,soccer,disgust,2020-12-19 08:27:13,negative,0.0
4853,1f466010-5c87-4b81-be83-5856481231fb,GIF,soccer,indifferent,2020-11-20 04:10:37,neutral,20.0
4854,1f466010-5c87-4b81-be83-5856481231fb,GIF,soccer,heart,2021-01-05 13:20:39,positive,60.0
4855,1f466010-5c87-4b81-be83-5856481231fb,GIF,soccer,interested,2021-05-31 21:55:26,positive,30.0
4856,1f466010-5c87-4b81-be83-5856481231fb,GIF,soccer,adore,2021-01-15 19:01:06,positive,72.0
4857,1f466010-5c87-4b81-be83-5856481231fb,GIF,soccer,cherish,2021-02-08 03:12:25,positive,70.0
4858,1f466010-5c87-4b81-be83-5856481231fb,GIF,soccer,indifferent,2021-04-16 21:29:23,neutral,20.0
4859,1f466010-5c87-4b81-be83-5856481231fb,GIF,soccer,love,2020-10-28 20:52:07,positive,65.0
4860,1f466010-5c87-4b81-be83-5856481231fb,GIF,soccer,heart,2020-11-29 08:02:17,positive,60.0
4861,1f466010-5c87-4b81-be83-5856481231fb,GIF,soccer,hate,2020-07-12 10:00:41,negative,5.0
4862,1f466010-5c87-4b81-be83-5856481231fb,GIF,soccer,indifferent,2021-04-28 06:55:41,neutral,20.0
4863,1f466010-5c87-4b81-be83-5856481231fb,GIF,soccer,super love,2020-10-26 06:32:30,positive,75.0
4864,1f466010-5c87-4b81-be83-5856481231fb,GIF,soccer,hate,2020-10-27 07:57:50,negative,5.0
4865,1f466010-5c87-4b81-be83-5856481231fb,GIF,soccer,dislike,2020-08-12 18:11:30,negative,10.0
4866,496645a7-64f7-4c56-94f5-a71671cb262e,GIF,dogs,heart,2021-02-02 16:47:16,positive,60.0
4867,496645a7-64f7-4c56-94f5-a71671cb262e,GIF,dogs,worried,2021-04-26 17:26:52,negative,12.0
4868,496645a7-64f7-4c56-94f5-a71671cb262e,GIF,dogs,indifferent,2021-05-21 00:58:55,neutral,20.0
4869,496645a7-64f7-4c56-94f5-a71671cb262e,GIF,dogs,heart,2020-07-26 23:35:44,positive,60.0
4870,496645a7-64f7-4c56-94f5-a71671cb262e,GIF,dogs,like,2021-01-03 21:09:44,positive,50.0
4871,496645a7-64f7-4c56-94f5-a71671cb262e,GIF,dogs,like,2020-10-30 04:37:56,positive,50.0
4872,496645a7-64f7-4c56-94f5-a71671cb262e,GIF,dogs,want,2020-10-06 00:04:02,positive,70.0
4873,496645a7-64f7-4c56-94f5-a71671cb262e,GIF,dogs,heart,2021-02-28 07:45:02,positive,60.0
4874,496645a7-64f7-4c56-94f5-a71671cb262e,GIF,dogs,super love,2020-11-07 23:22:03,positive,75.0
4875,496645a7-64f7-4c56-94f5-a71671cb262e,GIF,dogs,adore,2020-07-26 06:05:33,positive,72.0
4876,496645a7-64f7-4c56-94f5-a71671cb262e,GIF,dogs,super love,2020-07-20 07:10:32,positive,75.0
4877,496645a7-64f7-4c56-94f5-a71671cb262e,GIF,dogs,hate,2021-01-04 05:19:50,negative,5.0
4878,496645a7-64f7-4c56-94f5-a71671cb262e,GIF,dogs,scared,2020-09-08 15:57:27,negative,15.0
4879,496645a7-64f7-4c56-94f5-a71671cb262e,GIF,dogs,worried,2020-09-23 09:46:58,negative,12.0
4880,496645a7-64f7-4c56-94f5-a71671cb262e,GIF,dogs,scared,2020-11-08 20:05:57,negative,15.0
4881,496645a7-64f7-4c56-94f5-a71671cb262e,GIF,dogs,dislike,2020-07-10 16:23:43,negative,10.0
4882,496645a7-64f7-4c56-94f5-a71671cb262e,GIF,dogs,hate,2020-07-17 19:15:11,negative,5.0
4883,496645a7-64f7-4c56-94f5-a71671cb262e,GIF,dogs,indifferent,2020-07-27 06:48:08,neutral,20.0
4884,496645a7-64f7-4c56-94f5-a71671cb262e,GIF,dogs,peeking,2020-11-12 17:23:59,neutral,35.0
4885,496645a7-64f7-4c56-94f5-a71671cb262e,GIF,dogs,super love,2021-02-09 04:31:55,positive,75.0
4886,496645a7-64f7-4c56-94f5-a71671cb262e,GIF,dogs,cherish,2020-08-19 07:46:52,positive,70.0
4887,496645a7-64f7-4c56-94f5-a71671cb262e,GIF,dogs,love,2020-10-13 02:22:40,positive,65.0
4888,496645a7-64f7-4c56-94f5-a71671cb262e,GIF,dogs,peeking,2021-05-15 09:37:54,neutral,35.0
4889,496645a7-64f7-4c56-94f5-a71671cb262e,GIF,dogs,worried,2020-09-03 05:33:52,negative,12.0
4890,496645a7-64f7-4c56-94f5-a71671cb262e,GIF,dogs,hate,2020-08-09 15:55:06,negative,5.0
4891,496645a7-64f7-4c56-94f5-a71671cb262e,GIF,dogs,peeking,2020-11-24 09:16:50,neutral,35.0
4892,496645a7-64f7-4c56-94f5-a71671cb262e,GIF,dogs,like,2020-11-21 01:10:33,positive,50.0
4893,496645a7-64f7-4c56-94f5-a71671cb262e,GIF,dogs,intrigued,2021-01-18 04:29:38,positive,45.0
4894,496645a7-64f7-4c56-94f5-a71671cb262e,GIF,dogs,adore,2021-02-09 12:20:29,positive,72.0
4895,496645a7-64f7-4c56-94f5-a71671cb262e,GIF,dogs,like,2020-07-10 20:43:40,positive,50.0
4896,496645a7-64f7-4c56-94f5-a71671cb262e,GIF,dogs,want,2020-07-29 18:01:55,positive,70.0
4897,496645a7-64f7-4c56-94f5-a71671cb262e,GIF,dogs,super love,2021-02-10 21:57:28,positive,75.0
4898,496645a7-64f7-4c56-94f5-a71671cb262e,GIF,dogs,hate,2021-04-08 20:07:35,negative,5.0
4899,496645a7-64f7-4c56-94f5-a71671cb262e,GIF,dogs,cherish,2020-11-27 16:34:29,positive,70.0
4900,496645a7-64f7-4c56-94f5-a71671cb262e,GIF,dogs,intrigued,2020-08-19 04:33:23,positive,45.0
4901,496645a7-64f7-4c56-94f5-a71671cb262e,GIF,dogs,interested,2020-12-27 19:00:58,positive,30.0
4902,496645a7-64f7-4c56-94f5-a71671cb262e,GIF,dogs,dislike,2020-06-21 06:07:09,negative,10.0
4903,496645a7-64f7-4c56-94f5-a71671cb262e,GIF,dogs,peeking,2021-03-21 20:23:38,neutral,35.0
4904,496645a7-64f7-4c56-94f5-a71671cb262e,GIF,dogs,indifferent,2020-07-28 10:44:48,neutral,20.0
4905,496645a7-64f7-4c56-94f5-a71671cb262e,GIF,dogs,want,2021-05-01 16:20:40,positive,70.0
4906,496645a7-64f7-4c56-94f5-a71671cb262e,GIF,dogs,want,2021-02-03 10:46:50,positive,70.0
4907,496645a7-64f7-4c56-94f5-a71671cb262e,GIF,dogs,like,2020-11-14 06:06:44,positive,50.0
4908,496645a7-64f7-4c56-94f5-a71671cb262e,GIF,dogs,love,2020-10-27 05:26:21,positive,65.0
4909,496645a7-64f7-4c56-94f5-a71671cb262e,GIF,dogs,disgust,2021-01-16 13:22:09,negative,0.0
4910,496645a7-64f7-4c56-94f5-a71671cb262e,GIF,dogs,adore,2020-09-19 06:16:24,positive,72.0
4911,496645a7-64f7-4c56-94f5-a71671cb262e,GIF,dogs,indifferent,2021-02-16 23:46:26,neutral,20.0
4912,496645a7-64f7-4c56-94f5-a71671cb262e,GIF,dogs,adore,2021-05-24 17:19:56,positive,72.0
4913,496645a7-64f7-4c56-94f5-a71671cb262e,GIF,dogs,hate,2021-03-16 04:22:48,negative,5.0
4914,d6d4ec49-4210-44de-9f90-c93dfbeed084,video,tennis,peeking,2020-08-04 18:17:13,neutral,35.0
4915,d6d4ec49-4210-44de-9f90-c93dfbeed084,video,tennis,adore,2021-01-12 14:44:39,positive,72.0
4916,d6d4ec49-4210-44de-9f90-c93dfbeed084,video,tennis,scared,2021-01-31 15:01:22,negative,15.0
4917,d6d4ec49-4210-44de-9f90-c93dfbeed084,video,tennis,dislike,2020-06-22 12:40:50,negative,10.0
4918,d6d4ec49-4210-44de-9f90-c93dfbeed084,video,tennis,hate,2021-01-19 10:10:18,negative,5.0
4919,d6d4ec49-4210-44de-9f90-c93dfbeed084,video,tennis,love,2020-08-15 11:06:02,positive,65.0
4920,d6d4ec49-4210-44de-9f90-c93dfbeed084,video,tennis,love,2020-10-06 06:24:12,positive,65.0
4921,d6d4ec49-4210-44de-9f90-c93dfbeed084,video,tennis,interested,2020-12-06 17:39:29,positive,30.0
4922,d6d4ec49-4210-44de-9f90-c93dfbeed084,video,tennis,adore,2020-09-05 17:07:52,positive,72.0
4923,d6d4ec49-4210-44de-9f90-c93dfbeed084,video,tennis,interested,2020-10-31 09:05:52,positive,30.0
4924,d6d4ec49-4210-44de-9f90-c93dfbeed084,video,tennis,hate,2021-03-09 13:30:06,negative,5.0
4925,d6d4ec49-4210-44de-9f90-c93dfbeed084,video,tennis,worried,2020-09-10 17:37:32,negative,12.0
4926,d6d4ec49-4210-44de-9f90-c93dfbeed084,video,tennis,like,2020-12-05 19:19:16,positive,50.0
4927,d6d4ec49-4210-44de-9f90-c93dfbeed084,video,tennis,want,2021-05-01 05:37:52,positive,70.0
4928,d6d4ec49-4210-44de-9f90-c93dfbeed084,video,tennis,love,2021-03-09 19:48:49,positive,65.0
4929,d6d4ec49-4210-44de-9f90-c93dfbeed084,video,tennis,adore,2021-02-07 16:04:27,positive,72.0
4930,d6d4ec49-4210-44de-9f90-c93dfbeed084,video,tennis,super love,2021-03-21 03:56:42,positive,75.0
4931,d6d4ec49-4210-44de-9f90-c93dfbeed084,video,tennis,love,2020-07-11 11:53:56,positive,65.0
4932,d6d4ec49-4210-44de-9f90-c93dfbeed084,video,tennis,indifferent,2020-12-28 03:22:22,neutral,20.0
4933,d6d4ec49-4210-44de-9f90-c93dfbeed084,video,tennis,intrigued,2021-01-26 12:59:22,positive,45.0
4934,d6d4ec49-4210-44de-9f90-c93dfbeed084,video,tennis,adore,2021-05-13 17:02:07,positive,72.0
4935,d6d4ec49-4210-44de-9f90-c93dfbeed084,video,tennis,dislike,2021-02-15 01:23:41,negative,10.0
4936,d6d4ec49-4210-44de-9f90-c93dfbeed084,video,tennis,peeking,2021-03-20 21:01:18,neutral,35.0
4937,d6d4ec49-4210-44de-9f90-c93dfbeed084,video,tennis,indifferent,2021-01-21 14:52:43,neutral,20.0
4938,d6d4ec49-4210-44de-9f90-c93dfbeed084,video,tennis,scared,2021-01-11 22:17:55,negative,15.0
4939,d6d4ec49-4210-44de-9f90-c93dfbeed084,video,tennis,heart,2020-09-09 02:10:22,positive,60.0
4940,d6d4ec49-4210-44de-9f90-c93dfbeed084,video,tennis,scared,2021-04-11 23:52:43,negative,15.0
4941,d6d4ec49-4210-44de-9f90-c93dfbeed084,video,tennis,heart,2021-02-26 01:35:33,positive,60.0
4942,d6d4ec49-4210-44de-9f90-c93dfbeed084,video,tennis,hate,2020-12-27 20:44:34,negative,5.0
4943,d6d4ec49-4210-44de-9f90-c93dfbeed084,video,tennis,disgust,2020-10-23 10:29:54,negative,0.0
4944,d6d4ec49-4210-44de-9f90-c93dfbeed084,video,tennis,love,2021-05-18 01:21:10,positive,65.0
4945,229d5bad-c1e4-439c-8978-0efdcdfea4d1,audio,food,peeking,2020-08-06 14:06:55,neutral,35.0
4946,229d5bad-c1e4-439c-8978-0efdcdfea4d1,audio,food,super love,2021-03-04 06:29:06,positive,75.0
4947,229d5bad-c1e4-439c-8978-0efdcdfea4d1,audio,food,adore,2021-02-13 12:31:32,positive,72.0
4948,229d5bad-c1e4-439c-8978-0efdcdfea4d1,audio,food,disgust,2021-03-20 22:00:36,negative,0.0
4949,229d5bad-c1e4-439c-8978-0efdcdfea4d1,audio,food,cherish,2021-04-14 16:58:48,positive,70.0
4950,229d5bad-c1e4-439c-8978-0efdcdfea4d1,audio,food,indifferent,2021-05-29 06:33:58,neutral,20.0
4951,229d5bad-c1e4-439c-8978-0efdcdfea4d1,audio,food,cherish,2021-03-14 04:02:49,positive,70.0
4952,229d5bad-c1e4-439c-8978-0efdcdfea4d1,audio,food,interested,2021-06-09 15:58:37,positive,30.0
4953,229d5bad-c1e4-439c-8978-0efdcdfea4d1,audio,food,heart,2020-06-28 21:40:08,positive,60.0
4954,229d5bad-c1e4-439c-8978-0efdcdfea4d1,audio,food,worried,2021-06-12 22:33:46,negative,12.0
4955,229d5bad-c1e4-439c-8978-0efdcdfea4d1,audio,food,interested,2021-01-30 01:15:36,positive,30.0
4956,229d5bad-c1e4-439c-8978-0efdcdfea4d1,audio,food,want,2020-06-23 04:37:58,positive,70.0
4957,229d5bad-c1e4-439c-8978-0efdcdfea4d1,audio,food,disgust,2020-09-27 14:09:28,negative,0.0
4958,229d5bad-c1e4-439c-8978-0efdcdfea4d1,audio,food,dislike,2020-12-22 19:26:10,negative,10.0
4959,229d5bad-c1e4-439c-8978-0efdcdfea4d1,audio,food,hate,2021-01-27 00:44:36,negative,5.0
4960,229d5bad-c1e4-439c-8978-0efdcdfea4d1,audio,food,cherish,2020-12-14 14:21:50,positive,70.0
4961,229d5bad-c1e4-439c-8978-0efdcdfea4d1,audio,food,super love,2020-07-08 23:06:57,positive,75.0
4962,229d5bad-c1e4-439c-8978-0efdcdfea4d1,audio,food,worried,2021-02-22 16:03:18,negative,12.0
4963,229d5bad-c1e4-439c-8978-0efdcdfea4d1,audio,food,peeking,2020-09-07 17:37:22,neutral,35.0
4964,229d5bad-c1e4-439c-8978-0efdcdfea4d1,audio,food,scared,2020-11-27 00:46:36,negative,15.0
4965,229d5bad-c1e4-439c-8978-0efdcdfea4d1,audio,food,worried,2020-10-09 08:07:02,negative,12.0
4966,229d5bad-c1e4-439c-8978-0efdcdfea4d1,audio,food,heart,2020-10-30 06:32:10,positive,60.0
4967,229d5bad-c1e4-439c-8978-0efdcdfea4d1,audio,food,love,2021-03-24 07:14:37,positive,65.0
4968,229d5bad-c1e4-439c-8978-0efdcdfea4d1,audio,food,cherish,2021-01-20 10:48:21,positive,70.0
4969,229d5bad-c1e4-439c-8978-0efdcdfea4d1,audio,food,disgust,2020-06-20 23:54:01,negative,0.0
4970,229d5bad-c1e4-439c-8978-0efdcdfea4d1,audio,food,super love,2020-06-18 13:46:03,positive,75.0
4971,229d5bad-c1e4-439c-8978-0efdcdfea4d1,audio,food,scared,2021-01-08 14:24:10,negative,15.0
4972,229d5bad-c1e4-439c-8978-0efdcdfea4d1,audio,food,dislike,2020-11-20 07:16:10,negative,10.0
4973,229d5bad-c1e4-439c-8978-0efdcdfea4d1,audio,food,heart,2020-08-11 19:31:20,positive,60.0
4974,229d5bad-c1e4-439c-8978-0efdcdfea4d1,audio,food,adore,2021-06-15 07:33:34,positive,72.0
4975,229d5bad-c1e4-439c-8978-0efdcdfea4d1,audio,food,peeking,2020-10-25 16:12:55,neutral,35.0
4976,229d5bad-c1e4-439c-8978-0efdcdfea4d1,audio,food,indifferent,2020-10-14 11:00:11,neutral,20.0
4977,229d5bad-c1e4-439c-8978-0efdcdfea4d1,audio,food,heart,2021-06-17 10:09:51,positive,60.0
4978,229d5bad-c1e4-439c-8978-0efdcdfea4d1,audio,food,love,2020-09-16 05:36:14,positive,65.0
4979,229d5bad-c1e4-439c-8978-0efdcdfea4d1,audio,food,super love,2020-08-20 18:33:28,positive,75.0
4980,229d5bad-c1e4-439c-8978-0efdcdfea4d1,audio,food,interested,2021-05-19 23:31:09,positive,30.0
4981,229d5bad-c1e4-439c-8978-0efdcdfea4d1,audio,food,disgust,2020-12-15 04:40:00,negative,0.0
4982,229d5bad-c1e4-439c-8978-0efdcdfea4d1,audio,food,dislike,2021-05-01 03:27:57,negative,10.0
4983,229d5bad-c1e4-439c-8978-0efdcdfea4d1,audio,food,interested,2020-09-08 01:21:54,positive,30.0
4984,229d5bad-c1e4-439c-8978-0efdcdfea4d1,audio,food,worried,2020-10-26 15:58:00,negative,12.0
4985,229d5bad-c1e4-439c-8978-0efdcdfea4d1,audio,food,dislike,2020-07-08 14:59:44,negative,10.0
4986,80d4bec9-6441-41a2-be74-0eec3e5317ef,video,tennis,interested,2020-07-08 04:28:01,positive,30.0
4987,80d4bec9-6441-41a2-be74-0eec3e5317ef,video,tennis,adore,2020-07-29 06:04:13,positive,72.0
4988,80d4bec9-6441-41a2-be74-0eec3e5317ef,video,tennis,want,2020-12-21 12:20:08,positive,70.0
4989,80d4bec9-6441-41a2-be74-0eec3e5317ef,video,tennis,dislike,2021-05-21 23:59:50,negative,10.0
4990,80d4bec9-6441-41a2-be74-0eec3e5317ef,video,tennis,like,2020-11-30 10:02:08,positive,50.0
4991,80d4bec9-6441-41a2-be74-0eec3e5317ef,video,tennis,hate,2021-03-20 22:44:28,negative,5.0
4992,80d4bec9-6441-41a2-be74-0eec3e5317ef,video,tennis,dislike,2021-04-20 07:06:15,negative,10.0
4993,80d4bec9-6441-41a2-be74-0eec3e5317ef,video,tennis,indifferent,2020-06-22 12:23:23,neutral,20.0
4994,80d4bec9-6441-41a2-be74-0eec3e5317ef,video,tennis,intrigued,2020-10-11 10:40:35,positive,45.0
4995,80d4bec9-6441-41a2-be74-0eec3e5317ef,video,tennis,like,2020-07-26 09:22:55,positive,50.0
4996,80d4bec9-6441-41a2-be74-0eec3e5317ef,video,tennis,worried,2021-06-16 03:27:38,negative,12.0
4997,80d4bec9-6441-41a2-be74-0eec3e5317ef,video,tennis,interested,2020-08-17 00:11:41,positive,30.0
4998,80d4bec9-6441-41a2-be74-0eec3e5317ef,video,tennis,want,2021-04-06 23:26:33,positive,70.0
4999,80d4bec9-6441-41a2-be74-0eec3e5317ef,video,tennis,dislike,2020-07-12 21:35:30,negative,10.0
5000,80d4bec9-6441-41a2-be74-0eec3e5317ef,video,tennis,heart,2021-05-28 14:19:22,positive,60.0
5001,80d4bec9-6441-41a2-be74-0eec3e5317ef,video,tennis,disgust,2020-09-11 02:44:31,negative,0.0
5002,80d4bec9-6441-41a2-be74-0eec3e5317ef,video,tennis,peeking,2021-04-01 00:20:00,neutral,35.0
5003,80d4bec9-6441-41a2-be74-0eec3e5317ef,video,tennis,heart,2020-09-19 20:03:33,positive,60.0
5004,80d4bec9-6441-41a2-be74-0eec3e5317ef,video,tennis,like,2021-04-26 15:32:50,positive,50.0
5005,80d4bec9-6441-41a2-be74-0eec3e5317ef,video,tennis,worried,2021-04-22 21:28:53,negative,12.0
5006,80d4bec9-6441-41a2-be74-0eec3e5317ef,video,tennis,indifferent,2021-03-20 20:40:29,neutral,20.0
5007,80d4bec9-6441-41a2-be74-0eec3e5317ef,video,tennis,scared,2021-06-17 00:54:49,negative,15.0
5008,80d4bec9-6441-41a2-be74-0eec3e5317ef,video,tennis,indifferent,2021-06-12 07:24:18,neutral,20.0
5009,80d4bec9-6441-41a2-be74-0eec3e5317ef,video,tennis,cherish,2021-04-18 20:33:52,positive,70.0
5010,80d4bec9-6441-41a2-be74-0eec3e5317ef,video,tennis,cherish,2021-01-06 23:15:31,positive,70.0
5011,80d4bec9-6441-41a2-be74-0eec3e5317ef,video,tennis,adore,2020-07-20 08:46:19,positive,72.0
5012,80d4bec9-6441-41a2-be74-0eec3e5317ef,video,tennis,adore,2020-11-28 11:17:52,positive,72.0
5013,80d4bec9-6441-41a2-be74-0eec3e5317ef,video,tennis,want,2020-09-13 09:33:19,positive,70.0
5014,80d4bec9-6441-41a2-be74-0eec3e5317ef,video,tennis,adore,2021-04-23 23:49:32,positive,72.0
5015,80d4bec9-6441-41a2-be74-0eec3e5317ef,video,tennis,disgust,2020-08-06 03:22:24,negative,0.0
5016,80d4bec9-6441-41a2-be74-0eec3e5317ef,video,tennis,heart,2021-04-10 00:06:41,positive,60.0
5017,80d4bec9-6441-41a2-be74-0eec3e5317ef,video,tennis,dislike,2021-03-31 20:38:49,negative,10.0
5018,80d4bec9-6441-41a2-be74-0eec3e5317ef,video,tennis,dislike,2021-03-13 19:53:30,negative,10.0
5019,80d4bec9-6441-41a2-be74-0eec3e5317ef,video,tennis,interested,2021-03-10 06:31:36,positive,30.0
5020,80d4bec9-6441-41a2-be74-0eec3e5317ef,video,tennis,like,2021-04-01 13:04:47,positive,50.0
5021,80d4bec9-6441-41a2-be74-0eec3e5317ef,video,tennis,love,2020-12-27 12:48:47,positive,65.0
5022,80d4bec9-6441-41a2-be74-0eec3e5317ef,video,tennis,heart,2020-11-27 13:47:13,positive,60.0
5023,80d4bec9-6441-41a2-be74-0eec3e5317ef,video,tennis,intrigued,2021-03-20 18:15:09,positive,45.0
5024,80d4bec9-6441-41a2-be74-0eec3e5317ef,video,tennis,scared,2021-02-23 16:41:19,negative,15.0
5025,80d4bec9-6441-41a2-be74-0eec3e5317ef,video,tennis,want,2021-04-09 23:56:50,positive,70.0
5026,80d4bec9-6441-41a2-be74-0eec3e5317ef,video,tennis,love,2020-10-29 13:24:14,positive,65.0
5027,80d4bec9-6441-41a2-be74-0eec3e5317ef,video,tennis,worried,2020-12-21 21:41:31,negative,12.0
5028,80d4bec9-6441-41a2-be74-0eec3e5317ef,video,tennis,super love,2021-05-06 20:27:02,positive,75.0
5029,80d4bec9-6441-41a2-be74-0eec3e5317ef,video,tennis,worried,2020-11-08 08:36:31,negative,12.0
5030,80d4bec9-6441-41a2-be74-0eec3e5317ef,video,tennis,disgust,2021-03-16 02:28:12,negative,0.0
5031,80d4bec9-6441-41a2-be74-0eec3e5317ef,video,tennis,cherish,2021-03-08 17:36:32,positive,70.0
5032,80d4bec9-6441-41a2-be74-0eec3e5317ef,video,tennis,dislike,2021-06-08 22:42:00,negative,10.0
5033,457d54ed-e0bf-4574-80e3-561c1bbc4d3e,GIF,science,disgust,2020-09-21 23:13:47,negative,0.0
5034,457d54ed-e0bf-4574-80e3-561c1bbc4d3e,GIF,science,want,2020-10-12 17:57:41,positive,70.0
5035,457d54ed-e0bf-4574-80e3-561c1bbc4d3e,GIF,science,indifferent,2020-08-15 21:40:07,neutral,20.0
5036,457d54ed-e0bf-4574-80e3-561c1bbc4d3e,GIF,science,love,2021-01-04 04:37:16,positive,65.0
5037,457d54ed-e0bf-4574-80e3-561c1bbc4d3e,GIF,science,love,2021-03-14 01:34:17,positive,65.0
5038,457d54ed-e0bf-4574-80e3-561c1bbc4d3e,GIF,science,hate,2020-10-23 09:16:46,negative,5.0
5039,457d54ed-e0bf-4574-80e3-561c1bbc4d3e,GIF,science,dislike,2021-06-06 04:58:00,negative,10.0
5040,457d54ed-e0bf-4574-80e3-561c1bbc4d3e,GIF,science,disgust,2020-07-29 19:07:57,negative,0.0
5041,457d54ed-e0bf-4574-80e3-561c1bbc4d3e,GIF,science,intrigued,2020-07-14 18:03:12,positive,45.0
5042,457d54ed-e0bf-4574-80e3-561c1bbc4d3e,GIF,science,scared,2021-05-13 18:26:22,negative,15.0
5043,457d54ed-e0bf-4574-80e3-561c1bbc4d3e,GIF,science,interested,2021-04-16 06:56:03,positive,30.0
5044,457d54ed-e0bf-4574-80e3-561c1bbc4d3e,GIF,science,like,2021-01-02 07:22:46,positive,50.0
5045,457d54ed-e0bf-4574-80e3-561c1bbc4d3e,GIF,science,worried,2020-09-17 12:54:46,negative,12.0
5046,457d54ed-e0bf-4574-80e3-561c1bbc4d3e,GIF,science,worried,2021-03-15 03:24:46,negative,12.0
5047,457d54ed-e0bf-4574-80e3-561c1bbc4d3e,GIF,science,scared,2020-07-11 07:02:39,negative,15.0
5048,457d54ed-e0bf-4574-80e3-561c1bbc4d3e,GIF,science,like,2020-12-04 17:23:01,positive,50.0
5049,457d54ed-e0bf-4574-80e3-561c1bbc4d3e,GIF,science,indifferent,2020-09-22 04:31:06,neutral,20.0
5050,457d54ed-e0bf-4574-80e3-561c1bbc4d3e,GIF,science,interested,2020-07-29 05:07:00,positive,30.0
5051,457d54ed-e0bf-4574-80e3-561c1bbc4d3e,GIF,science,dislike,2020-09-29 05:00:48,negative,10.0
5052,457d54ed-e0bf-4574-80e3-561c1bbc4d3e,GIF,science,intrigued,2021-06-08 19:52:50,positive,45.0
5053,57a8bb62-a264-42d4-a1b0-6e4c0f859a5e,audio,cooking,hate,2021-02-09 08:16:27,negative,5.0
5054,57a8bb62-a264-42d4-a1b0-6e4c0f859a5e,audio,cooking,love,2020-06-22 07:30:40,positive,65.0
5055,57a8bb62-a264-42d4-a1b0-6e4c0f859a5e,audio,cooking,love,2020-10-20 20:30:36,positive,65.0
5056,57a8bb62-a264-42d4-a1b0-6e4c0f859a5e,audio,cooking,love,2020-07-19 04:51:29,positive,65.0
5057,57a8bb62-a264-42d4-a1b0-6e4c0f859a5e,audio,cooking,scared,2020-07-22 22:04:24,negative,15.0
5058,57a8bb62-a264-42d4-a1b0-6e4c0f859a5e,audio,cooking,want,2021-03-06 00:50:37,positive,70.0
5059,57a8bb62-a264-42d4-a1b0-6e4c0f859a5e,audio,cooking,intrigued,2021-02-15 00:16:08,positive,45.0
5060,57a8bb62-a264-42d4-a1b0-6e4c0f859a5e,audio,cooking,interested,2021-01-20 17:00:31,positive,30.0
5061,57a8bb62-a264-42d4-a1b0-6e4c0f859a5e,audio,cooking,scared,2020-07-21 14:15:13,negative,15.0
5062,57a8bb62-a264-42d4-a1b0-6e4c0f859a5e,audio,cooking,scared,2020-11-07 13:38:46,negative,15.0
5063,57a8bb62-a264-42d4-a1b0-6e4c0f859a5e,audio,cooking,dislike,2021-02-16 21:22:17,negative,10.0
